Date,Receipt Number,Line Type,Customer Code,Customer Name,Note,Quantity,Subtotal,Sales Tax,Discount,Loyalty,Total,Paid,Details,Register,User,Status,Sku,AccountCodeSale,AccountCodePurchase,State,Attributes
2026-08-19 13:50:32,123,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-19 13:50:32,123,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-19 13:50:25,123,Payment,,,,,,,,,,17.38000,Lightspeed Payments,,,,,,,,
2026-08-19 13:49:06,122,Sale,WALKIN,,,1,15.99,1.40,0.00000,0.00000,17.39,,"1 X Hinged Brass Candle Snuffer- Vintage Style | 7"" | Candles",Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-19 13:49:06,122,Sale Line,,,,1.00000,15.99000,1.39913,0.00000,0.00000,17.38913,,"Hinged Brass Candle Snuffer- Vintage Style | 7"" | Candles",,,,5885,,,,
2026-08-19 13:48:55,122,Payment,,,,,,,,,,17.39000,Lightspeed Payments,,,,,,,,
2026-08-18 13:35:43,121,Sale,WALKIN,,,3,35.97,3.15,0.00000,0.00000,39.12,,1 X 1st Edition Notecards + 1 X Beech Wood Body Brush w/ Round Handle + 1 X all natural dish soap-rosemary mint,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-18 13:35:43,121,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-18 13:35:43,121,Sale Line,,,,1.00000,11.99000,1.04913,0.00000,0.00000,13.03913,,Beech Wood Body Brush w/ Round Handle,,,,DF9267,,,,
2026-08-18 13:35:43,121,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,all natural dish soap-rosemary mint,,,,10184,,,,
2026-08-18 13:35:36,121,Payment,,,,,,,,,,40.00000,Cash,,,,,,,,
2026-08-18 13:35:43,121,Payment,,,,,,,,,,-0.88000,Cash,,,,,,,,
2026-08-17 11:13:54,120,Sale,WALKIN,,,1,88.19,7.72,0.00000,0.00000,95.91,,1 X KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower + 1 X KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower + -1 X Discount,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-17 11:13:54,120,Sale Line,,,,1.00000,62.99000,5.51163,0.00000,0.00000,68.50163,,KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower,,,,H-BW-N-01-GJ,,,,
2026-08-17 11:13:54,120,Sale Line,,,,1.00000,62.99000,5.51163,0.00000,0.00000,68.50163,,KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower,,,,H-BW-N-01-GJ,,,,
2026-08-17 11:13:54,120,Sale Line,,,,-1.00000,-37.79400,-3.30698,0.00000,0.00000,-41.10098,,Discount,,,,vend-discount,,,,
2026-08-17 11:13:47,120,Payment,,,,,,,,,,95.90000,Lightspeed Payments,,,,,,,,
2026-08-17 10:37:20,119,Sale,WALKIN,,,8,63.92,5.59,0.00000,0.00000,69.51,,"1 X all natural dish soap-rosemary mint + 1 X Beech Wood Body Brush w/ Round Handle + 1 X Cast Iron Mouse, 3 Styles + 1 X Cast Iron Mouse, 3 Styles + 1 X Friendship Notecards - Assorted Set of 20 + 1 X Friendship Notecards - Assorted Set of 20 + 1 X Friendship Notecards - Assorted Set of 20 + 1 X Friendship Notecards - Assorted Set of 20",Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,all natural dish soap-rosemary mint,,,,10184,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,11.99000,1.04913,0.00000,0.00000,13.03913,,Beech Wood Body Brush w/ Round Handle,,,,DF9267,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-17 10:37:20,119,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-17 10:37:09,119,Payment,,,,,,,,,,69.51000,Lightspeed Payments,,,,,,,,
2026-08-17 10:32:00,118,Sale,WALKIN,,,2,31.98,2.80,0.00000,0.00000,34.78,,1 X Beech Wood Body Brush w/ Round Handle + 1 X all natural dish soap-rosemary mint,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-17 10:32:00,118,Sale Line,,,,1.00000,11.99000,1.04913,0.00000,0.00000,13.03913,,Beech Wood Body Brush w/ Round Handle,,,,DF9267,,,,
2026-08-17 10:32:00,118,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,all natural dish soap-rosemary mint,,,,10184,,,,
2026-08-17 10:31:46,118,Payment,,,,,,,,,,34.78000,Lightspeed Payments,,,,,,,,
2026-08-16 13:27:18,117,Sale,WALKIN,,,4,93.96,8.22,0.00000,0.00000,102.18,,"1 X Found Decorative Wood Bread Board with Handle (Each One Will Vary) + 1 X Cast Iron Mouse, 3 Styles + 1 X Bio Stoneware Campestre Dessert Plate, 8.46"" + 1 X Bio Stoneware Campestre Dessert Plate, 8.46""",Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-16 13:27:18,117,Sale Line,,,,1.00000,39.99000,3.49913,0.00000,0.00000,43.48913,,Found Decorative Wood Bread Board with Handle (Each One Will Vary),,,,DG0034,,,,
2026-08-16 13:27:18,117,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-16 13:27:18,117,Sale Line,,,,1.00000,22.99000,2.01163,0.00000,0.00000,25.00163,,"Bio Stoneware Campestre Dessert Plate, 8.46"" / Stoneware",,,,1431960,,,,
2026-08-16 13:27:18,117,Sale Line,,,,1.00000,22.99000,2.01163,0.00000,0.00000,25.00163,,"Bio Stoneware Campestre Dessert Plate, 8.46"" / Stoneware",,,,1431960,,,,
2026-08-16 13:26:35,117,Payment,,,,,,,,,,102.18000,Lightspeed Payments,,,,,,,,
2026-08-15 13:32:37,116,Sale,WALKIN,,,2,62.97,5.51,0.00000,0.00000,68.48,,1 X White Stone Candles + 1 X White Stone Candles + 1 X Santal Noir Room Spray | 6 oz + -1 X Discount,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-15 13:32:37,116,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Oak Moss and Tobacco,,,,10202,,,,
2026-08-15 13:32:37,116,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Oak Moss and Tobacco,,,,10202,,,,
2026-08-15 13:32:37,116,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,Santal Noir Room Spray | 6 oz,,,,SRS19AB,,,,
2026-08-15 13:32:37,116,Sale Line,,,,-1.00000,-6.99700,-0.61224,0.00000,0.00000,-7.60924,,Discount,,,,vend-discount,,,,
2026-08-15 13:32:22,116,Payment,,,,,,,,,,68.48000,Lightspeed Payments,,,,,,,,
2026-08-15 13:12:38,115,Sale,WALKIN,,,2,49.98,4.37,0.00000,0.00000,54.35,,1 X White Stone Candles + 1 X Sunrise · Sea Salt & Grapefruit Citrus Candle · Amber Jar 8o,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-15 13:12:38,115,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Grapefruit and Fig,,,,10198,,,,
2026-08-15 13:12:38,115,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,Sunrise · Sea Salt & Grapefruit Citrus Candle · Amber Jar 8o,,,,SCS21AJ,,,,
2026-08-15 13:12:19,115,Payment,,,,,,,,,,54.35000,Lightspeed Payments,,,,,,,,
2026-08-15 12:14:21,114,Sale,WALKIN,,,3,11.97,1.05,0.00000,0.00000,13.02,,1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards,Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-15 12:14:21,114,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-15 12:14:21,114,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-15 12:14:21,114,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-15 12:13:49,114,Payment,,,,,,,,,,13.02000,Lightspeed Payments,,,,,,,,
2026-08-13 12:53:58,113,Sale,WALKIN,,,1,9.99,0.87,0.00000,0.00000,10.86,,"1 X Stoneware Garlic/Ginger Grater/Storage, White",Main Register,kyra@therujis.com,CLOSED,,,,closed,
2026-08-13 12:53:58,113,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,"Stoneware Garlic/Ginger Grater/Storage, White",,,,DG0454,,,,
2026-08-13 12:53:45,113,Payment,,,,,,,,,,10.86000,Lightspeed Payments,,,,,,,,
2026-08-12 15:08:55,112,Sale,WALKIN,,,3,43.97,3.85,0.00000,0.00000,47.82,,1 X Wood Brush Soft Bristle + 1 X Kitchen Whisks with Wooden Handle + 1 X Cheese Grater with Walnut Wood Handle,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-12 15:08:55,112,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,Wood Brush Soft Bristle / PP,,,,CLWDPP0,,,,
2026-08-12 15:08:55,112,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,Kitchen Whisks with Wooden Handle,,,,KTWD020,,,,
2026-08-12 15:08:55,112,Sale Line,,,,1.00000,15.99000,1.39913,0.00000,0.00000,17.38913,,Cheese Grater with Walnut Wood Handle / Coarse,,,,KTWDCoa,,,,
2026-08-12 15:08:40,112,Payment,,,,,,,,,,47.82000,Lightspeed Payments,,,,,,,,
2026-08-11 16:01:29,111,Sale,WALKIN,,,5,58.95,5.16,0.00000,0.00000,64.11,,"1 X Stoneware Garlic/Ginger Grater/Storage, White + 1 X Flower Bowl + 1 X Stoneware Berry Bowl with Glaze + 1 X California · 2oz Travel Room Spray + 1 X Cast Iron Mouse, 3 Styles",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-11 16:01:29,111,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,"Stoneware Garlic/Ginger Grater/Storage, White",,,,DG0454,,,,
2026-08-11 16:01:29,111,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,Flower Bowl,,,,10245,,,,
2026-08-11 16:01:29,111,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,Stoneware Berry Bowl with Glaze,,,,DF4312,,,,
2026-08-11 16:01:29,111,Sale Line,,,,1.00000,12.99000,1.13663,0.00000,0.00000,14.12663,,California · 2oz Travel Room Spray,,,,10045,,,,
2026-08-11 16:01:29,111,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-11 16:01:22,111,Payment,,,,,,,,,,64.11000,Lightspeed Payments,,,,,,,,
2026-08-09 14:17:26,110,Sale,Eric-MHPT,Eric Rujiraviriyapinyo,"Order ID:3

Total Discount Amount: 0",-1,-3.99,-0.35,0.00000,0.00000,-4.34,,-1 X Friendship Notecards - Assorted Set of 20,Main Register,eric@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 14:17:26,110,Sale Line,,,,-1.00000,-3.99000,-0.34992,0.00000,0.00000,-4.33992,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-09 14:17:26,110,Payment,,,,,,,,,,-4.34000,lspayments (Online),,,,,,,,
2026-08-09 14:09:49,6,Sale,Eric-MHPT,Eric Rujiraviriyapinyo,"Order ID:3

Total Discount Amount: 0",1,3.99,0.35,0.00000,0.00000,4.34,,1 X Friendship Notecards - Assorted Set of 20,Online register,eric@pepperandolive.com,PICKED_UP_CLOSED,,,,closed,pickup
2026-08-09 14:09:49,6,Sale Line,,,,1.00000,3.99000,0.35000,0.00000,0.00000,4.34000,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-09 14:09:49,6,Payment,,,,,,,,,,4.34000,lspayments (Online),,,,,,,,
2026-08-09 14:07:28,109,Sale,Eric-MHPT,Eric Rujiraviriyapinyo,"Order ID:2

Total Discount Amount: 0",-1,-17.99,-1.57,0.00000,0.00000,-19.56,,-1 X 1 oz./2 oz. Brass Double Sided Cocktail Jigger,Main Register,eric@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 14:07:28,109,Sale Line,,,,-1.00000,-17.99000,-1.57053,0.00000,0.00000,-19.56053,,1 oz./2 oz. Brass Double Sided Cocktail Jigger,,,,DG0222,,,,
2026-08-09 14:07:28,109,Payment,,,,,,,,,,-19.56000,lspayments (Online),,,,,,,,
2026-08-09 13:33:00,4,Sale,Eric-MHPT,Eric Rujiraviriyapinyo,"Order ID:2

Total Discount Amount: 0",1,17.99,1.57,0.00000,0.00000,19.56,,1 X 1 oz./2 oz. Brass Double Sided Cocktail Jigger,Online register,eric@pepperandolive.com,PICKED_UP_CLOSED,,,,closed,pickup
2026-08-09 13:33:00,4,Sale Line,,,,1.00000,17.99000,1.57000,0.00000,0.00000,19.56000,,1 oz./2 oz. Brass Double Sided Cocktail Jigger,,,,DG0222,,,,
2026-08-09 13:33:00,4,Payment,,,,,,,,,,19.56000,lspayments (Online),,,,,,,,
2026-08-09 13:12:30,108,Sale,WALKIN,,,3,11.97,1.05,0.00000,0.00000,13.02,,1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 13:12:30,108,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-09 13:12:30,108,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-09 13:12:30,108,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-09 13:12:23,108,Payment,,,,,,,,,,13.02000,Lightspeed Payments,,,,,,,,
2026-08-09 11:46:14,107,Sale,WALKIN,,,1,7.99,0.70,0.00000,0.00000,8.69,,"1 X Cast Iron Bee Bottle Opener, Distressed Gold Finish",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 11:46:14,107,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Bee Bottle Opener, Distressed Gold Finish",,,,DF9261,,,,
2026-08-09 11:46:06,107,Payment,,,,,,,,,,8.69000,Lightspeed Payments,,,,,,,,
2026-08-09 11:43:24,106,Sale,WALKIN,,,2,7.98,0.70,0.00000,0.00000,8.68,,1 X 1st Edition Notecards + 1 X 1st Edition Notecards,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 11:43:24,106,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-09 11:43:24,106,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-09 11:43:13,106,Payment,,,,,,,,,,8.68000,Lightspeed Payments,,,,,,,,
2026-08-09 10:27:06,105,Sale,WALKIN,,,0,13.99,1.22,0.00000,0.00000,15.21,,1 X Brass Napkin Rings - Set of 4 + -1 X Discount,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-09 10:27:06,105,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,Brass Napkin Rings - Set of 4,,,,10251,,,,
2026-08-09 10:27:06,105,Sale Line,,,,-1.00000,-5.99700,-0.52474,0.00000,0.00000,-6.52174,,Discount,,,,vend-discount,,,,
2026-08-09 10:26:52,105,Payment,,,,,,,,,,15.22000,Lightspeed Payments,,,,,,,,
2026-08-08 12:45:22,104,Sale,WALKIN,,,2,38.98,3.41,0.00000,0.00000,42.39,,1 X White Stone Candles + 1 X Beech Wood Dish Brush with Leather Strap,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 12:45:22,104,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Mavericks,,,,10199,,,,
2026-08-08 12:45:22,104,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,Beech Wood Dish Brush with Leather Strap,,,,DF3013,,,,
2026-08-08 12:45:08,104,Payment,,,,,,,,,,42.39000,Lightspeed Payments,,,,,,,,
2026-08-08 11:14:21,103,Sale,WALKIN,,,1,7.99,0.70,0.00000,0.00000,8.69,,1 X Flower Bowl,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 11:14:21,103,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,Flower Bowl,,,,10245,,,,
2026-08-08 11:14:12,103,Payment,,,,,,,,,,8.69000,Lightspeed Payments,,,,,,,,
2026-08-08 11:10:06,102,Sale,WALKIN,,,3,187.97,16.45,0.00000,0.00000,204.42,,"1 X Provence Jar + 1 X Vintage Mc Coy pot + 1 X Stoneware Bowls with Reactive Glaze, Set of 4",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 11:10:06,102,Sale Line,,,,1.00000,124.99000,10.93663,0.00000,0.00000,135.92663,,Provence Jar,,,,10271,,,,
2026-08-08 11:10:06,102,Sale Line,,,,1.00000,39.99000,3.49913,0.00000,0.00000,43.48913,,Vintage Mc Coy pot,,,,10185,,,,
2026-08-08 11:10:06,102,Sale Line,,,,1.00000,22.99000,2.01163,0.00000,0.00000,25.00163,,"Stoneware Bowls with Reactive Glaze, Set of 4",,,,DF4964,,,,
2026-08-08 11:10:00,102,Payment,,,,,,,,,,204.42000,Lightspeed Payments,,,,,,,,
2026-08-08 11:06:46,101,Sale,WALKIN,,,-1,-48.99,-4.29,0.00000,0.00000,-53.28,,-1 X Crochet Lace Tea Towels S/2,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 11:06:46,101,Sale Line,,,,-1.00000,-48.99000,-4.28663,0.00000,0.00000,-53.27663,,Crochet Lace Tea Towels S/2,,,,4-7886,,,,
2026-08-08 11:06:44,101,Payment,,,,,,,,,,-53.28000,Lightspeed Payments,,,,,,,,
2026-08-08 11:05:22,100,Sale,WALKIN,,,-2,-99.98,-8.75,0.00000,0.00000,-108.73,,-1 X Vintage Hotel Silver 5-piece Flatware Set + -1 X Vintage Hotel Silver 5-piece Flatware Set,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 11:05:22,100,Sale Line,,,,-1.00000,-49.99000,-4.37413,0.00000,0.00000,-54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-08 11:05:22,100,Sale Line,,,,-1.00000,-49.99000,-4.37413,0.00000,0.00000,-54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-08 11:05:21,100,Payment,,,,,,,,,,-108.73000,Lightspeed Payments,,,,,,,,
2026-08-08 11:00:33,98,Sale,WALKIN,,,6,266.94,23.36,0.00000,0.00000,290.3,,"1 X Crochet Lace Tea Towels S/2 + 1 X Stoneware Berry Bowl with Glaze + 1 X Vintage Marble Bowl + 1 X Cast Iron Bee Bottle Opener, Distressed Gold Finish + 1 X Vintage Hotel Silver 5-piece Flatware Set + 1 X Vintage Hotel Silver 5-piece Flatware Set",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,48.99000,4.28663,0.00000,0.00000,53.27663,,Crochet Lace Tea Towels S/2,,,,4-7886,,,,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,Stoneware Berry Bowl with Glaze,,,,DF4312,,,,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,89.99000,7.87413,0.00000,0.00000,97.86413,,Vintage Marble Bowl,,,,10275,,,,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Bee Bottle Opener, Distressed Gold Finish",,,,DF9261,,,,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,49.99000,4.37413,0.00000,0.00000,54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-08 11:00:33,98,Sale Line,,,,1.00000,49.99000,4.37413,0.00000,0.00000,54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-08 11:00:13,98,Payment,,,,,,,,,,290.30000,Lightspeed Payments,,,,,,,,
2026-08-07 13:18:48,96,Sale,WALKIN,,Samita ,8,97.92,8.57,0.00000,0.00000,106.49,,"1 X Stoneware Garlic/Ginger Grater/Storage, White + 1 X Stoneware Garlic/Ginger Grater/Storage, White + 1 X Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2 + 1 X Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2 + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X Pinch Bowl Ceramic + 1 X Pinch Bowl Ceramic",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,"Stoneware Garlic/Ginger Grater/Storage, White",,,,DG0454,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,"Stoneware Garlic/Ginger Grater/Storage, White",,,,DG0454,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,29.99000,2.62413,0.00000,0.00000,32.61413,,"Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2",,,,QMN103U,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,29.99000,2.62413,0.00000,0.00000,32.61413,,"Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2",,,,QMN103U,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,4.99000,0.43663,0.00000,0.00000,5.42663,,Pinch Bowl Ceramic,,,,10236,,,,
2026-08-07 13:18:48,96,Sale Line,,,,1.00000,4.99000,0.43663,0.00000,0.00000,5.42663,,Pinch Bowl Ceramic,,,,10236,,,,
2026-08-07 13:18:40,96,Payment,,,,,,,,,,106.49000,Lightspeed Payments,,,,,,,,
2026-08-07 13:12:28,97,Sale,WALKIN,,,2,49.98,4.37,0.00000,0.00000,54.35,,1 X White Stone Candles + 1 X White Stone Candles,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-07 13:12:28,97,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Grapefruit and Fig,,,,10198,,,,
2026-08-07 13:12:28,97,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Grapefruit and Fig,,,,10198,,,,
2026-08-07 13:12:17,97,Payment,,,,,,,,,,54.35000,Lightspeed Payments,,,,,,,,
2026-08-05 15:36:21,95,Sale,WALKIN,,,8,99.92,8.74,0.00000,0.00000,108.66,,"1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X Resin Striped Photo Frame, White & Caramel Color (Holds 4"" x 6"" Photo) + 1 X Tortoise salad Servers + 1 X White Stone Candles",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,"Resin Striped Photo Frame, White & Caramel Color (Holds 4"" x 6"" Photo)",,,,DG1278,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,29.99000,2.62413,0.00000,0.00000,32.61413,,Tortoise salad Servers,,,,10239,,,,
2026-08-05 15:36:21,95,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Farmers Market,,,,10200,,,,
2026-08-05 15:36:14,95,Payment,,,,,,,,,,108.66000,Lightspeed Payments,,,,,,,,
2026-08-05 14:46:33,94,Sale,WALKIN,,,2,43.98,3.85,0.00000,0.00000,47.83,,1 X Bistro Glass Citrus Hand Press Juicer + 1 X Bistro Glass Salt Cellar,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-05 14:46:33,94,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,Bistro Glass Citrus Hand Press Juicer,,,,GMN101,,,,
2026-08-05 14:46:33,94,Sale Line,,,,1.00000,18.99000,1.66163,0.00000,0.00000,20.65163,,Bistro Glass Salt Cellar,,,,GMN710U,,,,
2026-08-05 14:46:22,94,Payment,,,,,,,,,,47.83000,Lightspeed Payments,,,,,,,,
